Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
17.06.2019;00:00;00:00;109.292;52.047,75;32.709,5;47.135;240.804,25;2.888,75;137.796,75;318.055,75;130.288;153.729;25.771;28.409
18.06.2019;00:00;00:00;107.896;52.841,25;11.351,75;108.633,75;238.619,5;2.910,5;140.695,5;320.984;139.676;167.869,75;34.449,5;29.072
19.06.2019;00:00;00:00;106.028,25;52.550,25;25.524,75;123.825,25;226.365,25;2.891;146.129,75;314.855,75;137.131,5;170.995,75;37.973,5;29.380
20.06.2019;00:00;00:00;107.965,75;52.844,75;17.051,75;136.066,75;161.658,25;2.910,75;150.990,5;283.533,75;84.261;162.049;17.782,5;27.499,5
21.06.2019;00:00;00:00;109.336,25;53.707,5;18.388;72.571,75;204.375,75;2.905,25;153.296,25;278.534;72.237,75;164.629,75;21.193,5;29.479
22.06.2019;00:00;00:00;109.888;53.209,75;8.081;149.344,25;190.928,75;2.939;154.847,5;231.357,25;47.496,75;97.525,5;13.116,75;29.569,75
23.06.2019;00:00;00:00;109.109,75;56.043,5;57.733,75;201.807,5;223.724;2.904,75;153.234,5;177.041,5;31.974,5;71.157,25;15.413,5;29.630,5
24.06.2019;00:00;00:00;107.479,5;57.302,25;106.604,5;232.407,5;258.794,5;2.827,5;154.411,75;234.332,75;63.243,75;132.744,25;32.903;29.973,5
25.06.2019;00:00;00:00;104.299;56.318,75;51.030,25;167.971,75;248.351,5;2.757,25;152.946,5;278.959,75;115.213,5;154.784,75;42.928,5;28.720,75
26.06.2019;00:00;00:00;100.124,75;54.373;75.852,5;198.241,75;243.542,25;2.739,5;166.303,25;267.168;122.003,25;145.642,75;27.853,75;28.677
27.06.2019;00:00;00:00;99.790,75;54.029,75;81.322,75;262.647,25;239.681,5;3.048,25;178.653,25;219.461;85.324,75;150.633,5;19.755,75;32.130
28.06.2019;00:00;00:00;108.416,5;52.800,75;16.003,75;76.454,25;250.958,5;3.415,5;184.310,25;243.534;94.415,5;167.830,75;37.657;32.743
29.06.2019;00:00;00:00;112.889,25;54.201,25;12.481,25;53.933,5;264.535,75;3.173,5;183.850,25;194.864,25;43.982,75;126.010;23.414,75;30.068,25
30.06.2019;00:00;00:00;103.553,25;53.903,5;80.301,25;267.250;253.266,5;3.075,75;179.323,75;148.742,5;29.739,75;68.233;22.592,5;27.199
01.07.2019;00:00;00:00;105.291,5;54.476,75;102.779,25;280.613,75;196.801;3.194;180.911,25;206.578,25;64.813,5;148.200,5;27.230,5;27.381
02.07.2019;00:00;00:00;102.503;52.831,25;94.910,5;305.175;217.659,75;3.339;181.162,25;193.709,25;75.445;162.003,5;20.659,25;26.210
03.07.2019;00:00;00:00;108.878,25;54.362,5;82.738;195.349;228.265;3.232;183.753,5;216.796;74.529,25;170.591,75;23.944;28.002,5
04.07.2019;00:00;00:00;109.104,25;54.909,25;102.737,75;194.863;248.448,5;3.361;181.821,25;219.917,75;84.505;144.272,75;28.596;28.047
05.07.2019;00:00;00:00;109.135;55.622;66.922,5;232.094;190.636;3.288,25;182.947,5;211.325;85.088,5;156.729,75;31.114,25;26.854,75
06.07.2019;00:00;00:00;108.023,25;55.067,25;91.625,5;246.629,75;184.716;3.091,25;182.303,75;191.041,25;39.843;79.784,75;16.356,25;27.292,25
07.07.2019;00:00;00:00;108.526,25;54.745,75;103.335;286.193,25;148.753,75;3.174,75;180.903,75;146.460,25;34.089,75;68.969,5;13.730,25;27.588,25
08.07.2019;00:00;00:00;108.362,75;54.481,75;61.171,5;203.585,75;161.947,25;3.517,75;183.267;236.920,5;74.826,25;144.838,25;20.575,75;21.889,75
09.07.2019;00:00;00:00;100.928;53.373,5;65.840,5;175.430,5;176.796,25;3.572,5;192.965,5;238.392,25;86.459;164.321,25;24.726,75;24.375,25
10.07.2019;00:00;00:00;101.648;53.220,5;28.565,25;98.307,5;233.621,75;3.465;212.349,75;283.855;118.950,25;182.599,5;19.807;27.631,25
11.07.2019;00:00;00:00;106.342,5;53.548;9.773;43.743;122.441,25;3.561,5;213.265,5;301.494,5;163.751;199.162,75;37.137,75;27.449,5
12.07.2019;00:00;00:00;102.426,5;52.502;8.636;80.602,25;142.249,25;3.606;202.158;301.808,75;156.868,5;190.189,5;24.573,25;29.555,5
13.07.2019;00:00;00:00;102.636,25;53.070,75;39.379,25;161.833,5;136.184;3.284;182.225,25;256.668;64.674,75;88.026,75;9.199;28.304
14.07.2019;00:00;00:00;102.980,25;52.856,75;45.398;98.159;131.048,5;3.211,25;182.364,75;261.565;54.467,5;68.189,5;7.564,75;22.469,75
15.07.2019;00:00;00:00;102.926,75;50.590;56.921;142.820;147.970;3.475,25;179.342,5;298.253,25;97.321,25;161.490;22.049;31.522,5
16.07.2019;00:00;00:00;102.110,75;49.220,75;52.606,25;184.621,25;184.027,25;3.455,25;178.329,25;308.384,75;118.147,5;176.510,5;18.769;28.924,75
17.07.2019;00:00;00:00;101.702,25;49.382,75;4.011;40.666,5;207.208,25;3.497,25;180.146,5;324.909,5;134.303,75;176.580,75;23.833,75;17.908,25
18.07.2019;00:00;00:00;101.390;48.624;22.133;49.210;215.276;3.512,75;180.258,25;312.297,75;137.672,25;192.773,5;21.474,25;25.806,25
19.07.2019;00:00;00:00;101.228,25;48.687,5;11.124,75;71.637;157.723,5;3.530,25;164.926;314.794,75;144.315,75;201.581,75;27.040,5;29.665,25
20.07.2019;00:00;00:00;100.351;45.458,5;65.810;175.492;204.022,75;3.188;149.912,75;260.663;68.022,25;123.057,25;12.366,5;28.484
21.07.2019;00:00;00:00;100.779;45.509;63.672,25;214.139,5;190.782,5;3.173;149.554,75;225.069,25;59.174;91.308,25;13.353,75;28.419,25
22.07.2019;00:00;00:00;100.099,25;44.996,5;77.669,25;85.386,25;197.760,5;3.382;150.598,75;300.159,25;115.113,25;175.865,25;21.489;22.660,25
23.07.2019;00:00;00:00;98.188,5;47.147;13.655,25;53.705,25;247.129,5;3.212,25;149.804;322.465,25;191.465,5;186.165,25;29.647;21.479,5
24.07.2019;00:00;00:00;94.242,5;46.947;44.155,5;96.162;242.295;3.324;148.643,5;314.153;202.255;190.499;32.778,25;21.933,75
25.07.2019;00:00;00:00;94.502,25;46.934,5;27.865,75;128.040,25;233.037;3.300,5;148.023,25;311.021;216.292,75;197.915,75;24.887,75;29.079,25
26.07.2019;00:00;00:00;96.009,75;47.518,25;91.388,5;264.445,5;226.361,25;3.196,5;145.174,25;298.806,5;137.418,25;174.066,75;24.647,5;30.342
27.07.2019;00:00;00:00;95.305,75;47.524,25;111.466,75;318.365,5;177.699,25;3.052;150.522,5;220.764,25;34.311,75;122.761,25;11.332;30.832,5
28.07.2019;00:00;00:00;98.186,75;47.272;71.761,75;162.664,25;136.639,25;3.155,5;176.504,5;220.375,5;31.252,5;104.287;11.794,5;27.870,75
29.07.2019;00:00;00:00;98.264,25;49.618,75;10.764,75;96.177,5;137.291;3.438,5;182.083,25;274.394,75;124.304,75;184.672,75;27.417,75;28.592,75
30.07.2019;00:00;00:00;98.357,75;52.899,5;11.725;67.354,5;174.195,25;3.524,75;181.597;289.350,5;141.910;193.467;18.154;28.892,25
31.07.2019;00:00;00:00;98.883;51.841;34.037,25;118.149;135.597;3.550,5;181.464,75;294.158,75;126.421,25;191.889,5;15.764;30.351
01.08.2019;00:00;00:00;99.663;50.380,75;20.550,5;44.721;192.600,25;3.513,5;182.540,5;322.723,75;120.930,25;199.177,25;23.701,25;29.765
02.08.2019;00:00;00:00;100.521;51.580,75;14.957,75;42.982;163.311;3.490,25;182.396,25;328.149,75;119.873,5;199.869,75;19.907,25;34.272
03.08.2019;00:00;00:00;101.517,25;50.021,75;21.300;76.283;159.699;3.359,75;182.381,5;280.341,5;62.948,75;148.066,25;8.822;30.792,25
04.08.2019;00:00;00:00;100.925,75;47.571,25;10.858,75;43.153;207.061,5;3.302;176.103;227.334,5;61.594,75;113.762,75;12.171,75;29.216
05.08.2019;00:00;00:00;100.206,5;46.477,25;17.064;87.294,25;143.357,5;3.567,5;180.507,75;294.932;118.392;178.811,5;23.751,25;40.145,25
06.08.2019;00:00;00:00;99.584,75;49.416,25;31.973;126.532,75;165.691,75;3.441;180.758;312.942,75;115.480,75;196.944,75;16.815,75;37.191,75
07.08.2019;00:00;00:00;98.531,5;51.088,25;49.612,25;145.309,5;107.220,25;3.470,25;180.552,5;316.187;113.760,5;198.195,75;16.092,5;36.520,5
08.08.2019;00:00;00:00;98.713;51.940,5;76.008,75;262.317,75;197.431,5;3.240,25;177.064,75;238.103,75;58.614,5;155.727;21.360,5;23.552
09.08.2019;00:00;00:00;97.684,25;51.854,25;57.379,25;126.785,25;170.101,25;3.485,5;162.189;274.404,25;91.618,5;196.889;26.590,25;37.874
10.08.2019;00:00;00:00;95.546,75;51.708,25;107.583,5;496.352,75;130.177,5;3.210,75;138.312;123.924,5;39.888;62.389,25;18.703,75;37.176
11.08.2019;00:00;00:00;97.196;47.837;124.476,75;278.910,75;204.193;3.273,75;138.310;134.068,75;41.144,5;68.255,75;18.626,25;40.089,5
12.08.2019;00:00;00:00;97.866,25;50.238;85.991,5;185.811,5;132.077,25;3.538,25;156.929,25;230.438;87.040;173.994;22.403,25;40.947
13.08.2019;00:00;00:00;97.656;54.818,75;35.284;222.840;161.223,25;3.358;153.543;223.058;83.631,5;184.557,5;18.614,5;36.948
14.08.2019;00:00;00:00;97.301,5;54.836,75;51.166,5;122.133;200.402;3.339,25;154.471,25;209.561,5;83.894,75;177.633;28.617,5;37.140,75
15.08.2019;00:00;00:00;96.425,5;52.426,5;84.103,25;310.427,75;111.536,75;3.305,25;179.011,25;193.872,75;62.421,75;123.425;14.255,5;36.752,75
16.08.2019;00:00;00:00;99.991,75;52.375;58.251,5;157.217,75;183.565,25;3.392,75;186.803,25;223.049;48.094,75;145.939,25;27.550;38.017,5
17.08.2019;00:00;00:00;104.869,5;51.104;81.321;333.455,5;98.423,25;3.290,25;184.045,25;166.538,25;23.583,25;74.926,25;25.466,75;35.990
18.08.2019;00:00;00:00;104.344,5;48.981,75;54.902,75;219.881;155.086;3.257,5;182.060,5;170.079,25;25.784;70.415,25;11.800;35.977,5
19.08.2019;00:00;00:00;104.188,75;49.735,5;89.079,5;215.121,5;160.027,5;3.284,75;180.943;218.304;52.977,5;147.554;26.319,25;34.438
20.08.2019;00:00;00:00;104.606,75;54.008,25;46.559;100.935,5;109.483;3.191;185.298,75;286.651,25;82.446;185.293;33.530;31.538,75
21.08.2019;00:00;00:00;104.809;54.866,25;23.655,25;53.632,25;198.691,5;3.207,75;187.481,75;293.731,5;86.938;177.241,75;32.692,75;31.822
22.08.2019;00:00;00:00;104.850,75;57.687,5;57.937,75;88.676,25;215.330,25;3.202,5;185.103;274.364,25;80.494,5;157.900,5;25.761,75;33.024,25
23.08.2019;00:00;00:00;105.028,75;56.220;26.844;69.607;210.878,25;3.174,25;182.941,5;292.817,25;93.186;155.369,5;27.554,5;33.314,5
24.08.2019;00:00;00:00;103.461,75;54.047,75;35.670,5;125.314,5;208.463,5;3.042,75;184.667,5;240.804,25;48.787;100.098,25;19.795,25;29.531
25.08.2019;00:00;00:00;101.118,5;51.392;26.644,75;111.094,75;197.722,25;3.039,75;184.345,5;220.336,25;61.288,25;96.412,25;18.775,75;30.262,5
26.08.2019;00:00;00:00;99.196;50.996,75;7.111,75;69.667;193.214,5;3.370,75;184.798;296.428,25;167.158,75;169.084,25;40.737,5;31.638,25
27.08.2019;00:00;00:00;98.757,5;52.408,25;23.336,5;74.564,75;189.556,25;3.596;184.349;308.057,75;206.471,25;199.266,75;39.619;33.936,25
28.08.2019;00:00;00:00;99.146,25;47.910;14.911;86.304,25;170.507,25;3.571,5;185.397,5;309.792,25;205.255,75;196.926,25;27.487,25;34.066,5
29.08.2019;00:00;00:00;100.116,25;47.238,25;21.647,5;77.574,5;146.977,5;3.640,25;185.644;335.759;203.838;199.330,25;28.110;37.449
30.08.2019;00:00;00:00;100.700;45.696,5;36.004,75;25.871,5;189.671,75;3.518,25;183.940;349.678;165.291,5;191.295,25;25.086,25;35.644,25
31.08.2019;00:00;00:00;97.752,5;43.925,75;28.170,75;111.422;204.411;3.332,25;184.246;267.140,25;57.690,5;116.952,75;13.967,25;30.889,5
01.09.2019;00:00;00:00;94.056;42.389;61.496,5;205.679,25;135.873,5;3.365,75;182.131,5;218.809;52.197,5;111.893,25;8.277,25;31.165,5
02.09.2019;00:00;00:00;96.906,5;47.304,25;68.738;137.965,25;157.703,5;3.631,5;185.014,75;275.801,25;100.424,75;173.879,5;24.145,5;34.090,25
03.09.2019;00:00;00:00;101.512,5;50.186,75;112.342,75;222.011,75;165.317;3.556;186.369,75;270.805,5;83.420;184.595;22.548,5;36.912
04.09.2019;00:00;00:00;101.082,25;47.304,25;83.653;216.367,75;191.192,75;3.521;187.103,5;246.949;71.569;186.008;28.254;36.016,5
05.09.2019;00:00;00:00;101.449,5;45.316,25;101.960;367.808,25;120.828;3.541,25;184.745,25;228.566,25;57.701,5;168.534;17.513;33.161,5
06.09.2019;00:00;00:00;105.322,25;47.021;105.638,25;207.818;153.442,25;3.585,75;187.518,75;230.987,75;51.567,25;178.706,5;27.950,5;26.198,5
07.09.2019;00:00;00:00;106.784,5;47.619,75;39.777,5;75.563;90.156,25;3.292,25;186.414,5;247.907,5;46.693;144.037;14.063,5;32.297,25
08.09.2019;00:00;00:00;106.230;48.079,75;16.949;23.130,75;89.769;3.472;187.778,25;262.231,25;63.222,25;139.910;19.351,5;32.671
09.09.2019;00:00;00:00;102.443,25;51.383,5;8.766,75;102.016,75;70.515,25;3.984;189.143;297.901,25;144.827;177.322;24.972;32.928
10.09.2019;00:00;00:00;100.685,25;48.920;50.049;241.851,25;169.341,75;4.004,25;184.990,75;283.366,5;61.964,5;156.104,75;19.914,25;29.069,25
11.09.2019;00:00;00:00;100.614,5;47.013,5;86.837,25;264.924;166.759,25;3.861;186.156;269.934,75;64.524,25;148.093,25;18.818,5;30.150,75
12.09.2019;00:00;00:00;101.058,75;47.763;87.981,25;210.322,25;135.143,25;3.795;187.210;282.409;72.313;180.891,75;25.309,75;31.899,75
13.09.2019;00:00;00:00;100.301;46.801,5;86.445;259.731,75;129.006;3.831;184.661,25;263.043,75;64.775,5;185.160;22.818,25;33.325,5
14.09.2019;00:00;00:00;100.170;44.921,25;44.853,75;64.467,5;182.110,5;3.836,5;186.464,25;237.133;65.590;151.089,25;18.124,5;35.148
15.09.2019;00:00;00:00;99.509,75;39.698,5;108.790,5;315.370,5;176.445,25;3.537;172.939,75;173.432,75;40.986,25;89.241,5;9.783,5;34.147,25
16.09.2019;00:00;00:00;99.320,25;42.680,25;66.611,75;131.734;101.733;3.878,25;188.458,25;272.569,25;143.122,5;191.160,25;29.115;32.733,5
17.09.2019;00:00;00:00;98.156,75;41.354,5;101.016;464.222,75;121.184;3.951,25;185.239,25;228.312,5;85.252;150.365,5;14.458,25;28.953,25
18.09.2019;00:00;00:00;100.914,25;37.510,5;114.592,75;345.129,75;170.195;4.061;186.441,75;252.639,5;99.390,75;173.079,5;19.351,5;31.704,5
19.09.2019;00:00;00:00;101.043,75;36.627,25;36.102,25;160.416,5;176.148;4.040,5;188.040,5;327.994,25;140.342,5;208.276,5;20.213,75;32.720,5
20.09.2019;00:00;00:00;97.865,75;35.979,5;19.707;97.680,5;170.266,75;4.053,25;188.618;327.686;131.821,25;213.294,75;22.261,5;36.488,5
21.09.2019;00:00;00:00;95.613,75;32.771;21.146,5;143.684;191.382,75;3.974,5;187.933,75;270.995,75;52.501,75;149.268,25;16.102;35.863
22.09.2019;00:00;00:00;97.524,25;30.869,75;48.740,75;189.018,75;157.293,5;3.869,25;188.484,5;258.002,5;51.967,75;131.544,25;14.451,25;33.725
23.09.2019;00:00;00:00;96.789,75;32.043,25;44.141;145.278,5;79.772,75;3.936,75;215.446,75;319.071;134.670,5;196.581,25;31.280,25;33.788,5
24.09.2019;00:00;00:00;96.533;39.833,25;49.023,75;82.061;98.544,5;3.949;217.410,25;333.843,25;159.576,5;216.396,5;22.028,25;36.355,75
25.09.2019;00:00;00:00;97.429,5;40.341,5;25.442,75;135.659;79.694,75;3.928,5;219.463,5;342.684;163.831,75;212.482;26.334,5;36.278,5
26.09.2019;00:00;00:00;98.260,75;40.111;69.365;193.634,5;67.843,5;3.962,25;219.062;343.619,75;111.276,25;214.260,25;21.920;38.490,75
27.09.2019;00:00;00:00;98.777;36.173,75;81.066,5;298.898,5;72.511,75;3.994,75;219.724,5;291.128,25;76.264,75;189.267,75;26.575;38.685,25
28.09.2019;00:00;00:00;98.599,5;34.067,25;112.681,75;546.673,75;103.808,5;3.912;208.958,25;123.862;27.829,5;72.011,5;25.315,5;32.136,25
29.09.2019;00:00;00:00;99.003,5;31.947,5;91.766;592.974,25;95.530,5;3.551,5;191.585,75;102.032,75;26.070,25;54.578,75;23.058,5;31.803,25
30.09.2019;00:00;00:00;97.925;31.463,25;107.115,75;684.168,5;94.666,75;3.954,75;203.330;148.628;47.007,5;116.744,25;24.336,5;35.724,75
01.10.2019;00:00;00:00;100.615,75;31.848;41.481;377.613,5;79.552;4.171,75;220.009;212.182;89.254,75;207.606,25;30.633,25;35.625,5
02.10.2019;00:00;00:00;100.270,5;34.049,75;113.142,5;328.008;82.286;4.301;218.885,75;221.793;92.348,5;208.455,75;24.782,75;35.365,5
03.10.2019;00:00;00:00;105.206;38.769,75;25.415;247.464,25;85.101;4.848,75;221.456,75;234.145,5;87.580,5;191.938,5;27.459,75;36.947
04.10.2019;00:00;00:00;105.969,5;37.588;59.070,25;220.199,5;47.188,75;4.308;222.518,5;259.140,75;110.018;196.902,5;21.275,5;36.261
05.10.2019;00:00;00:00;109.555,5;39.536,5;71.685,75;252.537;62.626,5;4.018,25;221.992,5;251.301;81.060;161.593;16.370,75;34.727,75
06.10.2019;00:00;00:00;109.465;43.140,25;111.505,25;241.765,5;66.540;4.069,25;220.616,5;246.774;58.241,75;145.325,25;12.856,25;36.893,25
07.10.2019;00:00;00:00;106.004,25;43.516,25;72.311,5;116.473,5;99.917,25;4.057,75;221.941;323.707;197.354;213.175,5;34.022,25;36.735
08.10.2019;00:00;00:00;105.208,5;42.738;114.770;425.542;39.142,5;4.035,5;216.736,25;315.312,75;94.720,75;196.913,75;28.834,25;37.177,5
09.10.2019;00:00;00:00;110.386,25;43.363,25;110.960,75;447.990,5;55.423,75;4.038,5;216.014;286.584,75;86.215,25;184.023;22.320;37.441,25
10.10.2019;00:00;00:00;108.585,75;45.473;123.587,25;536.534;81.451,75;4.474,5;211.007,75;240.123,75;48.949,5;163.333;25.014,75;37.933,5
11.10.2019;00:00;00:00;111.689,5;44.140,5;128.596;694.832,25;84.289,25;4.448,75;203.119,25;175.349,75;56.081,5;110.512,5;19.587,75;40.479
12.10.2019;00:00;00:00;112.799,25;41.360,25;121.926,75;477.555,5;117.208,75;3.817;194.811,25;167.844;32.923;97.042;29.197,25;36.296,5
13.10.2019;00:00;00:00;111.725,5;39.313,5;70.894,5;364.742,25;116.802;3.835,5;214.772,75;182.347;29.435,25;87.485,5;14.144,5;35.522,75
14.10.2019;00:00;00:00;112.306,25;38.423,25;77.222,75;258.355,75;133.345,75;3.650,5;218.649;290.827,75;132.673;196.294,5;33.092;35.587,5
15.10.2019;00:00;00:00;112.634,75;39.144,75;70.611,25;156.025,25;101.406,5;3.929,75;217.830,75;319.943,5;156.161;232.086,75;32.829,75;36.965,5
16.10.2019;00:00;00:00;113.915;41.347;47.206,75;362.108,25;81.081,25;4.316,5;221.404,25;315.112;104.762;223.960;17.785,75;35.963,25
17.10.2019;00:00;00:00;113.708,5;40.128,25;52.029,5;272.290,25;78.599,5;4.187,25;221.346,75;323.716;153.382,75;231.354,25;31.522,25;34.195,5
18.10.2019;00:00;00:00;113.812;37.925,25;101.782,25;418.280,25;78.193,5;3.986,5;217.650,25;290.534,5;84.343,25;197.544;25.518,5;35.029
19.10.2019;00:00;00:00;114.429,25;35.660,5;124.186,75;344.797,75;45.645,5;4.205,75;218.906,75;249.639,75;44.457;175.875,25;20.389,75;34.300,25
20.10.2019;00:00;00:00;113.583,25;36.075,5;33.420,75;117.200;71.232,75;4.003,25;220.842,5;271.212;65.960;188.480,25;28.276,5;33.869,5
21.10.2019;00:00;00:00;112.494,5;37.386;38.578,5;138.968,75;59.208,5;4.188,75;220.979,5;307.011;220.875;232.560,25;35.460,5;35.601,5
22.10.2019;00:00;00:00;113.363;40.389,75;54.947,25;111.431,75;72.050,25;4.225,25;221.549,75;335.045,25;243.250,75;237.575;26.813,25;36.345,75
23.10.2019;00:00;00:00;114.697,5;41.246,25;28.444;134.439,75;68.112,75;4.187,25;220.025;325.635,25;230.449,75;239.842;27.482,5;37.358
24.10.2019;00:00;00:00;114.808;39.618;60.330,25;202.447;64.377;4.202,75;221.168,25;325.393,5;154.737,5;218.436,25;27.588;35.356,75
25.10.2019;00:00;00:00;115.177,5;35.604,5;122.909,75;400.900,25;83.123;4.248,25;217.657,75;268.188,75;60.494,5;191.229;35.144;33.510,5
26.10.2019;00:00;00:00;113.067;34.018,5;111.387,25;597.061,25;101.402,75;4.108,5;210.251,75;160.502,5;31.583,75;78.461,25;29.557;32.177
27.10.2019;00:00;00:00;118.656,75;35.174,25;117.003,25;505.953,5;61.644,25;4.364;203.411,5;200.163;40.266,75;96.805;33.339;27.178,25
28.10.2019;00:00;00:00;114.454,75;35.019,25;74.096;214.455;70.351,25;4.955,5;221.824,25;332.133;212.477,25;218.700,75;22.930,75;36.722,75
29.10.2019;00:00;00:00;115.013,25;37.433,5;18.882,25;113.618,75;59.780;4.980,25;223.290,5;341.041,25;292.028;245.374,25;29.988,5;38.371,75
30.10.2019;00:00;00:00;114.747,5;37.076,5;4.656,5;119.519,25;79.758;4.976,5;224.048,75;339.000,75;271.392,25;232.353;26.764,25;40.670
31.10.2019;00:00;00:00;115.786,25;40.194,5;31.546;151.729,5;102.159,25;5.233,5;223.708,5;323.537,5;205.180,25;228.560,5;22.653;41.349
01.11.2019;00:00;00:00;116.271,75;39.642,75;85.023,5;339.537,75;38.141,25;5.235,25;223.076;226.308,25;53.475;163.438;13.047;41.065,5
02.11.2019;00:00;00:00;115.072;38.231;110.995,5;485.265,75;41.256;4.744,25;215.780,25;170.342,5;37.305,25;90.375,5;17.137,25;41.619
03.11.2019;00:00;00:00;111.860;36.449;63.268,25;241.241,25;35.287;4.512,5;216.003;216.502,5;54.552;111.118,75;21.550,5;38.657,75
04.11.2019;00:00;00:00;107.905;38.391,75;36.629,75;227.359,25;47.398,75;4.859,5;220.100;289.412,5;160.022;192.663,5;22.340,75;36.927,25
05.11.2019;00:00;00:00;107.988,5;41.772;55.540,5;161.761;36.069;4.927,25;221.810,5;324.237,5;224.533,25;226.175,5;30.776;41.911,75
06.11.2019;00:00;00:00;108.465,75;46.177,25;14.764;95.884,5;31.668;5.034,75;222.924,25;350.301,5;265.175;223.282,75;37.989,5;39.566,75
07.11.2019;00:00;00:00;109.286,5;43.124,75;59.184,75;222.680,25;55.463;4.953;222.556,25;370.314;218.370;203.458,5;17.112,25;39.285,5
08.11.2019;00:00;00:00;109.497,25;42.219;47.945,75;106.720,25;33.069;4.917,75;222.433,25;371.964;260.051,75;208.846;36.935,5;38.598
09.11.2019;00:00;00:00;110.652,75;40.614,25;33.509,5;125.796,5;31.001,5;4.453;223.055,25;369.029,5;210.116,25;155.151,75;11.695,25;39.841,25
10.11.2019;00:00;00:00;116.773,25;37.336,25;47.319,25;85.644;63.536,5;4.455,5;223.023;369.649;183.928,25;145.596,5;14.558,75;38.543
11.11.2019;00:00;00:00;116.588;35.261,25;106.828,25;308.324,5;38.958,75;4.434,25;222.822,5;363.214,75;196.604,5;163.987,5;24.160,25;38.625
12.11.2019;00:00;00:00;113.576,25;37.223,25;128.542,25;398.931,5;36.576,5;4.414;221.698;323.863,75;198.250,25;186.871,5;17.128;36.675,75
13.11.2019;00:00;00:00;113.602;40.008,75;92.525,25;267.558;30.329,5;4.426,25;222.809,75;323.750,25;281.604,5;217.972,25;24.244,75;38.879,75
14.11.2019;00:00;00:00;113.853,5;38.860,5;52.601,25;284.634,75;70.694;4.360,5;222.902,5;343.657;280.377,25;223.640,25;24.857;38.864,5
15.11.2019;00:00;00:00;114.467;35.901,75;118.989;374.291,5;25.056,25;4.394,25;221.952,75;338.289,75;210.191,75;166.057,75;30.475,5;38.050,5
16.11.2019;00:00;00:00;115.255,25;38.898,5;73.357,5;244.921,75;32.715;4.429,5;221.465,75;350.465;181.105,5;152.478,5;8.255,25;36.537,25
17.11.2019;00:00;00:00;117.406,75;38.621;60.015;242.222;20.436,25;4.429;216.385,5;361.434;170.091,5;130.864,5;15.856;34.537,75
18.11.2019;00:00;00:00;117.154,75;43.843,5;120.873;272.907,75;29.483,5;4.330,25;189.948,5;361.628,75;248.575;193.646,75;31.575,5;34.513
19.11.2019;00:00;00:00;115.604;41.230,25;100.899,75;311.623;36.985;4.316;185.311,25;343.004,75;269.537,25;214.321,5;25.630,75;38.529,75
20.11.2019;00:00;00:00;117.501,75;42.876,75;8.622,5;27.790,25;21.863,25;4.788,25;191.385,75;382.477,25;345.498,75;250.391,25;41.965,5;32.390
21.11.2019;00:00;00:00;117.510,5;40.199,25;48.870,75;81.237,75;19.367;5.112,75;190.989,75;375.587,5;324.390,75;249.049,5;32.644,5;33.206,25
22.11.2019;00:00;00:00;117.507,25;37.448,5;66.176,25;205.011,75;29.918;5.072,75;192.771,25;373.665,5;265.772,5;211.212,25;19.088;34.233,5
23.11.2019;00:00;00:00;117.626,25;33.662,75;140.783,25;479.686,25;47.931,75;4.775,75;219.297,75;283.667;58.891,25;100.017,5;7.409,25;36.760
24.11.2019;00:00;00:00;117.465,5;33.367;108.206,75;201.843,25;38.696,75;5.132,75;220.272,5;313.614;114.953,5;119.745,25;18.161,75;35.415
25.11.2019;00:00;00:00;117.197;37.158,75;17.099;43.608,75;14.040,25;5.221;222.167;384.542,75;290.435;228.744;39.788,75;39.323,5
26.11.2019;00:00;00:00;117.230,5;37.373,75;56.177,25;171.591;22.544,25;4.373;220.892,25;396.304;296.326;212.272,25;26.924;37.052,75
27.11.2019;00:00;00:00;116.935;35.363;82.835;446.348,5;16.648;4.345,75;218.959,25;378.989,25;189.777;133.564;22.913,25;36.450
28.11.2019;00:00;00:00;116.365,25;34.095;104.686,5;751.267,75;25.015,25;4.181,75;214.783,5;297.365,5;109.763,25;103.361;18.692,5;32.629,75
29.11.2019;00:00;00:00;117.709,5;34.926,75;134.329,75;503.637,25;30.992,75;4.665,75;211.516,5;318.931;160.374,5;135.267;20.129,25;35.263,5
30.11.2019;00:00;00:00;118.470,25;37.412;48.010,5;155.777;47.192;5.311,25;221.007;369.195,25;182.030,75;154.776,25;17.530,5;38.771
01.12.2019;00:00;00:00;118.570,75;35.119,5;28.381,75;104.293,5;21.523;5.357,25;212.754,75;364.501;194.346,5;166.481,25;19.695,25;37.531,5
02.12.2019;00:00;00:00;117.797,25;37.132,5;98.928,25;245.841,5;31.112,25;5.324,5;214.670;381.229;240.469;221.895,75;27.971;37.888,25
