Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
03.12.2019;00:00;00:00;118.026,75;38.861,5;90.319,5;177.357,5;34.259,25;5.292;218.567,75;379.714;284.365;239.624,25;28.009,25;42.556,5
04.12.2019;00:00;00:00;118.202,5;37.910,75;98.142;191.997,5;58.741,75;5.274,75;221.228,5;373.606,75;264.622,5;227.745,25;33.675,5;40.375,5
05.12.2019;00:00;00:00;118.139,75;36.078;130.900,5;289.141,25;46.237,75;5.313,25;218.276,25;364.675,75;214.290;219.294;31.591,75;40.971
06.12.2019;00:00;00:00;116.563;35.295,25;109.674,5;737.319,5;31.163,5;5.199,25;212.399,75;239.608;100.225,75;127.566,5;24.175,5;39.432,5
07.12.2019;00:00;00:00;118.296;32.582;141.293,25;710.044;19.175;4.970,75;200.354,5;174.117,5;52.493,5;94.815,75;31.918,25;37.482,75
08.12.2019;00:00;00:00;117.100,25;30.925,75;122.238,5;790.539,5;24.023,25;4.109,75;183.282;119.442;41.025,75;66.300,5;15.216,75;30.593
09.12.2019;00:00;00:00;117.356,5;31.762;133.925,75;618.652;29.478,75;4.757,25;203.654,75;230.820,5;102.773,5;127.388;32.820;38.124
10.12.2019;00:00;00:00;117.318,75;35.904;105.105;442.459;44.926,75;4.501,25;212.872,5;305.526;181.864,75;186.677,75;32.571;40.118,5
11.12.2019;00:00;00:00;117.638;36.400,25;89.210,75;370.947;21.416,25;5.067,5;212.596,25;324.911,75;220.007;215.717,25;38.109;42.682
12.12.2019;00:00;00:00;117.907,5;35.788,5;99.539,75;286.562,25;16.560,25;5.187,75;219.080,5;342.690,5;211.163,25;227.799,25;32.947;42.850,25
13.12.2019;00:00;00:00;119.281;38.217,5;84.866,25;481.555,75;16.947;5.097,25;213.564,25;303.731,5;138.847,75;183.121,25;35.138,25;43.010
14.12.2019;00:00;00:00;118.701,5;35.737;130.443;700.329,25;22.428,25;4.627,5;197.878,75;145.137,5;42.183,5;97.632,75;11.709,25;37.503,5
15.12.2019;00:00;00:00;117.309,75;33.013;140.854,5;721.333,75;28.172,5;4.502;182.095;133.422,25;43.793,5;78.126,5;18.899,75;38.741,5
16.12.2019;00:00;00:00;117.273,75;35.360,5;116.967,75;341.083,25;28.046,25;5.218,25;209.990;300.374,5;188.723;195.098,25;34.055,75;40.648,25
17.12.2019;00:00;00:00;117.906,5;36.218;57.626,75;470.559;33.312,75;4.895,75;217.732;320.341;180.869,5;178.328,75;21.192,25;40.847,5
18.12.2019;00:00;00:00;118.443;36.180,25;103.007,25;319.461;30.354;4.833;214.079;314.687,25;179.986,5;193.326,75;29.609;38.235,5
19.12.2019;00:00;00:00;119.178,5;33.041,75;139.261,75;416.111;42.516,75;5.185;213.849,5;258.123;101.674,5;146.345,75;27.187,5;40.505
20.12.2019;00:00;00:00;120.173;30.739,75;141.850,75;509.718,25;27.680,5;4.947,75;210.659,25;217.185;54.838;114.448,25;24.853,75;43.035,5
21.12.2019;00:00;00:00;119.836,25;32.812;118.526;318.309;31.493;4.774;212.760,5;227.328;37.827;98.115,5;32.240,25;41.167,5
22.12.2019;00:00;00:00;119.590,25;34.794,75;64.971,25;352.166,5;15.887,75;4.973,25;215.238,75;192.181,5;41.729,5;91.097,25;29.178,75;41.655,5
23.12.2019;00:00;00:00;118.866,25;35.085,75;120.929,25;489.470;16.593;4.765,75;204.327,75;173.866,5;41.184,75;98.092,5;29.036;41.221,75
24.12.2019;00:00;00:00;119.408,25;36.537,25;56.076;411.280,75;18.830,25;4.959,25;209.441,5;153.953,5;39.549,5;95.361,5;30.216,25;41.617
25.12.2019;00:00;00:00;118.801;38.787;39.819,25;260.698,25;13.419;5.001;215.334;161.660,5;50.709,25;86.897;24.554,5;39.745
26.12.2019;00:00;00:00;119.615;40.279;20.648,5;118.394;27.333;5.224,5;217.736,75;188.412;52.812,5;103.610;24.471,5;42.163,25
27.12.2019;00:00;00:00;119.721,75;39.166,5;39.369,5;107.487,5;20.959,25;5.357,25;218.139,75;224.545,75;85.523;142.718,25;31.861,75;43.325
28.12.2019;00:00;00:00;119.248,25;38.375,25;64.278,75;88.648;36.239,25;5.398,5;218.280,5;212.062,25;80.023,75;155.377,25;20.850,5;42.883,25
29.12.2019;00:00;00:00;119.584,75;36.233,75;120.835;219.960,75;54.909,5;5.351;216.728;182.580,75;55.010;117.319,25;26.545,75;41.948,25
30.12.2019;00:00;00:00;116.924;34.712,25;134.487;531.439,5;53.216,25;4.938,5;206.180,75;165.969,25;63.963,25;113.499,25;23.283,5;38.642,25
31.12.2019;00:00;00:00;118.897,5;33.618;86.011;363.132,75;36.562;5.160,25;200.136;186.697,5;70.197,5;116.666,25;37.603,75;40.945,75
01.01.2020;00:00;00:00;118.816,25;32.601;69.129;148.598;50.890;5.373;193.116,5;246.625,75;47.415,5;115.596,5;30.933,75;41.758,5
02.01.2020;00:00;00:00;119.258;32.998,25;144.043,75;248.305,75;39.748;5.361,25;192.107,25;253.302;59.253;132.780;34.794,5;41.508
03.01.2020;00:00;00:00;119.697,5;33.741,75;142.192,75;635.604;18.258;5.133,25;184.035,75;183.753;71.253,5;109.460,75;30.073,5;40.367,25
04.01.2020;00:00;00:00;118.720,25;34.073,25;113.573,5;688.953,75;13.149,5;5.020,5;180.849,5;173.140,75;71.533,75;104.921,75;33.761;39.389,5
05.01.2020;00:00;00:00;118.713,25;32.157,5;92.192;225.345,25;24.914,5;5.293,5;191.414,75;254.696,75;60.354;136.995;16.818,75;40.175
06.01.2020;00:00;00:00;118.999;31.591,5;140.936,75;253.726;38.147;5.261,75;190.099,25;246.603,5;139.097,75;196.514,75;29.017;39.731,25
07.01.2020;00:00;00:00;118.418,25;33.563,25;115.641,5;374.342;15.297;5.254,75;189.115;278.984;187.606;213.954,25;35.361,75;39.361,5
08.01.2020;00:00;00:00;117.915,5;35.093;101.732,5;473.450,75;9.750,75;5.116,75;187.936,75;266.172,25;207.555,25;207.562;32.832,25;39.653,25
09.01.2020;00:00;00:00;118.795;34.107,75;95.212,25;434.974,5;24.299,25;5.043,75;190.474,5;276.150;155.604,5;182.845,75;19.637,75;40.976,75
10.01.2020;00:00;00:00;119.505;34.883,25;84.064,5;527.243,75;30.641,5;4.820,25;185.997,25;273.371;148.191,25;172.765,75;27.611,5;40.207,25
11.01.2020;00:00;00:00;119.871,75;33.618,25;121.563,5;394.942,5;36.987,75;5.228,75;186.706,25;254.082,75;93.527,75;164.057,5;25.991;42.015,25
12.01.2020;00:00;00:00;116.359,75;30.648;124.796,75;658.304;34.330,5;5.345,25;179.661,5;158.742,5;83.037,5;106.925,5;26.243;41.072,25
13.01.2020;00:00;00:00;116.819,25;32.693,75;106.952;351.720,25;26.592,5;5.303,25;191.903;266.958,75;163.072;197.875;32.221,5;41.646,25
14.01.2020;00:00;00:00;115.368;33.997,5;132.056;781.873,75;38.277,75;5.034,5;184.521,75;194.522,25;98.934,5;125.399,75;37.222;38.323
15.01.2020;00:00;00:00;114.558;35.225,5;113.600,25;732.630;64.195;4.847;187.457,25;200.013,25;103.707;113.185;31.183,25;39.382,25
16.01.2020;00:00;00:00;116.084,75;34.608;121.015,25;337.083,5;65.849;4.932,25;187.536,25;279.436,25;139.714,75;199.098,5;34.151,75;40.864,25
17.01.2020;00:00;00:00;116.813,5;31.664,5;124.676,25;449.733,75;55.954,25;5.181,5;186.391,25;282.613,75;117.640,25;200.384,25;33.865,75;41.969
18.01.2020;00:00;00:00;117.592,5;30.387;118.899,75;404.190;30.096,5;5.078;185.054;275.260,25;92.331,25;156.973,25;33.301,25;42.044
19.01.2020;00:00;00:00;118.810,75;30.209,75;108.966,25;172.462,5;30.766,75;5.234,5;193.180,5;287.331,5;97.469,5;174.382,25;30.625,25;41.910,75
20.01.2020;00:00;00:00;119.275,5;31.311,25;70.969;146.712,75;45.220;5.168,5;191.706,5;320.297,5;283.442,25;277.826,5;24.260,75;41.744,25
21.01.2020;00:00;00:00;118.974,5;33.143;103.133;262.247,5;64.770,25;5.225,25;192.953,75;324.631;270.245,25;294.058,5;34.305,5;41.547
22.01.2020;00:00;00:00;119.163;35.103;51.972,5;193.251,75;25.262,25;5.311,5;192.541,25;356.710;325.450,75;296.039,5;39.616,75;33.447,5
23.01.2020;00:00;00:00;119.700,5;35.732;42.696,5;67.021,5;28.911;5.314,25;194.151;362.258;351.778,5;309.873;40.401;34.157,75
24.01.2020;00:00;00:00;120.480,25;34.726,75;76.555,5;124.009,25;46.761,5;5.304,25;194.062;352.682;343.672,25;301.092,25;36.897,75;36.954,5
25.01.2020;00:00;00:00;120.398;33.442;77.086,25;94.740,25;28.656,25;5.277,25;194.025;360.318;228.068,75;236.623,25;25.552,25;40.692,75
26.01.2020;00:00;00:00;119.476;30.479;89.781,75;139.388,75;37.586,25;5.311;193.598,5;289.111;134.012,5;178.509,5;24.748;41.081,25
27.01.2020;00:00;00:00;119.332,5;30.862,25;106.540,75;445.945,75;40.022;5.207;190.073,75;267.782,25;150.499,25;207.173,25;30.680,75;42.049,25
28.01.2020;00:00;00:00;117.631,5;32.665,75;102.552;708.048,25;25.044;5.167,5;179.101,5;186.906;88.002,75;156.336,75;35.556,5;41.698,5
29.01.2020;00:00;00:00;117.987,25;33.034,25;128.215;725.310,75;25.077,25;5.283,25;180.538,75;167.245,25;103.075,5;172.633;33.097;40.136,5
30.01.2020;00:00;00:00;117.819,75;34.223;128.404;703.947,25;46.170,25;5.248,25;175.654;186.235,25;91.641,75;140.984,25;34.999,5;39.514,5
31.01.2020;00:00;00:00;116.593,5;32.740,25;131.439,75;763.025,75;35.549,25;4.647,5;165.071,5;160.523;71.752,5;113.448,75;39.852,75;39.982,25
01.02.2020;00:00;00:00;117.602,75;33.856;140.305;771.128,5;32.689,25;4.104;165.644,75;97.475,75;48.773,5;74.589,5;35.257;37.580,75
02.02.2020;00:00;00:00;116.584,75;35.848,75;48.383,25;536.100,5;17.592,5;4.608,5;176.749,25;148.379,25;36.291,5;88.530,5;37.330,75;39.780
03.02.2020;00:00;00:00;116.156,75;46.519,25;110.318,75;548.298,25;21.533,5;4.937,5;184.799;198.664;55.952,5;133.401,25;36.899,25;40.645,25
04.02.2020;00:00;00:00;117.386,5;45.323,5;115.160,5;567.379,75;48.560,5;4.882;183.966,5;231.940,75;69.446;147.934;33.916,75;32.988,5
05.02.2020;00:00;00:00;117.986,75;47.083,5;55.746,5;322.824,5;86.934,75;5.082,75;191.089;291.799;158.937,25;231.820;41.478;40.197,25
06.02.2020;00:00;00:00;119.273,5;46.941,5;50.252,5;249.680,5;63.028;4.954,75;193.217;325.192,5;227.051,75;258.722,25;33.800,5;41.101,25
07.02.2020;00:00;00:00;118.766;44.800,5;53.888,75;171.299,5;76.513,25;4.950;192.569;317.907,5;189.927,25;258.178,25;31.353,25;40.775,25
08.02.2020;00:00;00:00;118.531;44.164;109.428,25;329.257,25;87.452;4.973,5;190.378,5;212.375,5;60.112,75;158.948,75;24.398;33.046,75
09.02.2020;00:00;00:00;115.713,5;40.293,75;89.608,5;739.539;79.887,5;3.948,75;141.301,75;105.406,75;57.502,75;66.795,5;27.004;28.223,75
10.02.2020;00:00;00:00;114.010;41.257;118.594,5;840.849,75;54.884,75;4.643,25;169.482,5;114.315,25;75.982,5;99.182,75;44.082,25;30.542
11.02.2020;00:00;00:00;115.936,5;45.582;119.722,25;909.292,75;52.325,75;4.742,5;173.117,75;117.403;79.765,5;97.883,75;36.000,25;31.055,75
12.02.2020;00:00;00:00;113.435,75;45.093,25;121.365;827.939,25;52.811,75;4.846,5;177.305;142.591,5;85.029,5;108.752;35.845;31.470,5
13.02.2020;00:00;00:00;117.420,25;44.057;93.596,25;500.680;42.080;5.071;189.152,25;218.531;102.256,5;177.281,25;24.706;40.075,25
14.02.2020;00:00;00:00;118.323,75;45.504;49.868,25;226.408;34.409,75;5.086,75;192.823,25;263.963,5;124.690,75;221.769;42.283,5;32.737
15.02.2020;00:00;00:00;117.492,75;44.342;135.378,5;537.079,75;95.771;4.759,25;173.225;125.019,25;45.541,5;96.159,5;25.604,25;38.133,25
16.02.2020;00:00;00:00;116.469,75;37.022,75;91.133;844.291,5;43.995,25;3.762,75;131.648,25;98.790,5;38.327,75;65.402,75;32.603,5;35.830,75
17.02.2020;00:00;00:00;116.340;40.052,25;130.247,75;726.830,5;45.506,75;4.484,5;171.111,75;146.346,75;70.427;102.084,75;31.245,5;29.690,75
18.02.2020;00:00;00:00;116.624,5;43.637,5;134.735,75;787.339,5;69.033;4.707,5;182.759,25;129.108,75;72.927;105.379,5;37.218,75;36.664,25
19.02.2020;00:00;00:00;115.260,5;42.579,5;124.006,75;684.595;57.645,5;4.919,75;184.457,5;156.398,25;63.945;151.547,75;33.521,25;31.273
20.02.2020;00:00;00:00;117.406,5;42.903,5;134.760;602.794,75;46.841,5;5.026,25;187.744,5;158.295;56.704;162.075,5;35.885,5;32.838,25
21.02.2020;00:00;00:00;115.071;42.331,75;141.321,75;721.802,75;94.619,25;4.788,25;185.746;108.624,5;69.652,75;115.993,75;41.367,5;31.371,25
22.02.2020;00:00;00:00;116.565,5;39.743,5;110.164;876.977;78.894,25;3.876,25;149.178,25;95.750,25;40.628;65.882;25.912,5;28.846,5
23.02.2020;00:00;00:00;116.491,75;37.963;118.754;756.144;20.058,25;4.100;167.711,5;91.936,5;38.628,5;66.630;33.906,25;29.612
24.02.2020;00:00;00:00;116.941,75;43.958,25;107.298,5;546.397,25;43.589,25;4.914,5;185.403,75;151.795,5;58.676;138.176;28.921;32.328,25
25.02.2020;00:00;00:00;117.105,25;44.646,25;119.976,75;725.561,5;62.136,75;4.674,5;175.009,5;171.827,5;78.448;122.978,25;39.411,25;31.953,25
26.02.2020;00:00;00:00;118.292,75;46.046,25;43.345,5;412.591;57.299,5;5.097,25;192.980,5;243.814,25;79.336;196.984,5;39.066,75;32.951
27.02.2020;00:00;00:00;118.331;48.317,25;64.505,75;253.945,75;50.277,75;5.151,5;193.639;255.513;138.912,75;242.897,5;43.173,75;33.602
28.02.2020;00:00;00:00;116.434,5;44.572,25;129.850,75;500.582,5;81.111,75;5.112,25;184.303,25;227.252,25;80.211,5;192.303,25;38.285,5;39.341,25
29.02.2020;00:00;00:00;116.252,5;42.304,25;133.865,25;723.572;73.690,25;3.982,75;177.979,25;98.296,25;52.738,5;85.809;19.836;35.934,25
01.03.2020;00:00;00:00;114.835,5;40.573,5;112.218,25;626.657;99.172,25;4.273,5;174.409;119.351,75;52.045,75;78.713,5;31.403;36.174
02.03.2020;00:00;00:00;113.611,25;42.193;43.814,75;245.842,5;97.521,5;5.100;191.872,75;263.053,75;160.504,25;197.957,75;32.904,5;38.899,25
03.03.2020;00:00;00:00;112.625;46.442;27.354,5;251.020,25;70.087,25;5.134,25;193.321,5;292.515,5;218.269,5;243.190,5;41.002;39.183
04.03.2020;00:00;00:00;113.900,75;44.911,5;31.557,25;197.856,25;85.188,5;5.215,75;193.204;298.926,25;236.683,75;250.606;37.030,5;34.031,25
05.03.2020;00:00;00:00;117.022,75;43.414,25;47.256,25;279.210,75;77.330,5;5.047,5;193.088;295.044,25;171.921,25;219.166,25;38.377;33.588,5
06.03.2020;00:00;00:00;117.604,5;44.134,5;101.048,25;451.633,75;36.517,25;5.146;188.953,75;228.416,5;100.613;204.186,75;42.007,75;40.647,25
07.03.2020;00:00;00:00;117.388,75;41.148,75;62.180,75;337.540,25;70.397,75;5.215,5;192.150,5;221.008,75;60.573,5;161.295,75;29.179;41.209
08.03.2020;00:00;00:00;116.449,5;39.706;131.582;470.845,75;104.850,75;4.346,25;183.395,25;137.122;45.378,5;91.955,75;29.754,25;38.008,5
09.03.2020;00:00;00:00;116.790,75;40.996,25;61.932;271.510,5;78.713;5.146,5;191.599;227.483,5;115.007,5;215.379,5;36.428;40.647,5
10.03.2020;00:00;00:00;115.746,25;43.148,5;139.874,75;780.990;30.461,25;5.024,5;176.450;134.581;98.560;133.897,75;33.354,25;39.021,5
11.03.2020;00:00;00:00;116.550;45.919,25;139.063,5;613.441,75;80.255,75;4.665;178.159,5;139.741,5;66.752;133.637;39.951,25;36.882
12.03.2020;00:00;00:00;114.079,75;45.821,5;119.274,5;802.058,75;112.344,5;4.580,25;169.925;113.396;71.105,75;102.998;39.714;35.803,25
13.03.2020;00:00;00:00;108.445,25;46.051;105.623,25;695.393;118.823;4.896,25;183.530,5;121.556,5;78.715,5;121.370,25;41.806,25;36.614,25
14.03.2020;00:00;00:00;112.074,25;45.406,75;72.016,75;172.528;149.402,75;5.182;193.141,5;156.728,25;66.357;129.176;22.592,25;27.810,25
15.03.2020;00:00;00:00;116.165,5;41.138,5;125.214,25;493.226;175.572,5;4.515,25;173.303;118.464;49.711,25;86.427,25;29.508,5;32.865,25
16.03.2020;00:00;00:00;115.637,5;39.889,75;52.955,5;165.240,25;176.785,25;4.729,25;192.285,25;232.684,25;142.630,75;173.771;27.828,75;37.527
17.03.2020;00:00;00:00;115.326;41.177,5;121.630,75;171.928,5;116.978,75;4.513,5;190.869,25;253.879,25;141.246;179.744;32.509,75;37.898,5
18.03.2020;00:00;00:00;115.131,75;41.207,5;81.891,5;299.829,5;163.366,75;4.346,75;190.520,5;243.245,5;127.859;114.642,75;44.677,25;37.687
19.03.2020;00:00;00:00;115.008;42.196;10.097,25;55.979,25;145.195,75;4.301;191.895,75;298.603,5;123.525,25;186.168,25;25.770,25;32.544,25
20.03.2020;00:00;00:00;115.547,75;44.012,25;62.254,75;180.927;105.591;4.700,25;171.581,25;294.115,75;66.155,75;139.163;25.923;37.926,75
21.03.2020;00:00;00:00;113.170,5;44.223,25;135.170,25;541.766,25;90.827,75;4.286,75;152.914;107.813,75;37.924,75;75.524,5;34.065;35.830
22.03.2020;00:00;00:00;115.958,5;38.254;116.600,5;470.313;211.172,75;4.148;133.625,25;105.495,75;40.560,75;68.471;30.877,5;35.631,25
23.03.2020;00:00;00:00;115.699;38.998,25;123.387,5;369.630;227.669,5;4.627,75;156.819,25;148.080;50.657,25;97.550,75;41.891,75;38.337
24.03.2020;00:00;00:00;115.319,75;40.016,5;101.702,25;329.342;225.094,75;5.116,5;159.020,25;212.533,25;56.225,5;103.856;38.439,25;36.747,25
25.03.2020;00:00;00:00;115.099,75;38.700,5;57.281,5;377.219,25;224.391,5;4.991;157.928,5;240.133;53.587,25;112.770,5;25.893,5;36.769,25
26.03.2020;00:00;00:00;115.082,75;39.049,5;42.870,5;414.127,75;188.850;4.785,5;157.056,25;215.824;61.106;109.000,5;32.119;36.481,75
27.03.2020;00:00;00:00;116.216,5;39.223,75;64.929,25;339.609,25;207.742,25;4.382;154.361,25;226.234;50.204,5;102.921;34.645,5;31.508,5
28.03.2020;00:00;00:00;116.276;38.532,5;105.652,75;277.934,75;210.558,5;4.366,75;151.096,75;141.961,75;31.915,75;85.631;35.559,5;36.692
29.03.2020;00:00;00:00;110.190,5;34.199;112.340,5;519.910,5;79.375,25;4.187,75;143.584,75;112.335;30.601,5;59.582,75;29.241,5;34.157,5
30.03.2020;00:00;00:00;116.023,25;35.970;90.397,5;220.114,25;164.731;5.183,25;159.649;202.336,5;51.004,75;150.101,5;39.740,25;37.966,75
31.03.2020;00:00;00:00;116.190,75;39.246,75;28.240,25;114.436,25;179.103,25;5.091,5;161.205,75;249.100,75;62.402,25;171.682,25;35.335,25;36.266
01.04.2020;00:00;00:00;116.514,25;38.844;95.440,5;203.074,5;212.147,75;4.826,75;158.995,75;236.264;48.043,25;155.047;42.836;30.714,5
02.04.2020;00:00;00:00;115.572;40.070,5;135.685,5;331.706,75;191.796;4.939;154.302,25;202.700,75;51.559,5;119.590,25;30.790,5;29.809,25
03.04.2020;00:00;00:00;116.110,75;37.886,25;107.640;349.394,5;137.598;4.739;157.186;195.223,25;42.100,25;111.913,5;39.704,75;34.913,25
04.04.2020;00:00;00:00;116.963,5;36.976,5;56.354;98.876,75;211.402;4.338,5;156.894,25;166.645,75;31.083,5;119.329,25;39.394,5;38.055,75
05.04.2020;00:00;00:00;115.955,5;33.460,25;104.762,25;391.553;239.153,25;3.795,5;132.792,25;97.409;25.033;73.924,75;32.599,75;28.413,5
06.04.2020;00:00;00:00;115.717,5;33.520,5;99.896,5;306.791,5;235.171;4.045,5;160.786,25;134.608,25;26.188,75;98.165,25;42.015,5;36.651,75
07.04.2020;00:00;00:00;113.941,25;33.625,75;22.801,75;142.207,25;224.427,75;4.118,5;180.453,25;207.123,25;35.549,75;133.378,5;37.291;38.842,75
08.04.2020;00:00;00:00;111.579,5;33.975,5;21.680,5;137.270;226.345,75;4.066,75;180.631,75;209.996,25;38.273,25;142.919;39.068,75;38.306,25
09.04.2020;00:00;00:00;113.596,75;36.062,25;31.760;130.953,25;211.219,75;4.068;179.272;209.399,75;41.852,25;146.021,25;31.203,5;38.189,25
10.04.2020;00:00;00:00;114.424,75;36.718;6.967,25;93.098,5;224.636,25;4.126,25;185.808,75;119.080,75;46.837,5;102.029,5;38.603,75;35.680,75
11.04.2020;00:00;00:00;114.589;36.828,25;22.573,25;63.071;235.132,5;4.063,75;183.564,25;110.277,75;53.942,5;82.488,25;34.522;35.850,5
12.04.2020;00:00;00:00;114.117,75;34.595,75;44.736;126.994,5;211.054,5;3.864,5;153.091;102.254;49.777,5;63.695,75;29.824,5;35.872,5
13.04.2020;00:00;00:00;111.782;32.620;117.525,75;433.179,25;164.060,75;3.707,5;129.515,25;84.194,75;35.250,25;52.692,5;32.789,5;33.348,25
14.04.2020;00:00;00:00;112.558,5;37.521,75;90.404,75;259.912;186.880,25;4.315,25;155.263,5;109.642,75;32.168;105.777,25;38.295,75;36.899,75
15.04.2020;00:00;00:00;112.453,25;37.535;92.802,5;237.333;231.427,5;4.359,5;158.352,75;112.095,5;34.461,5;109.590,5;41.956;36.557,5
16.04.2020;00:00;00:00;110.576,75;36.487,75;28.448,75;138.979,5;230.060;4.116,25;150.850,25;137.820;53.252,5;145.773;33.719,75;37.941,5
17.04.2020;00:00;00:00;110.974,5;37.605,5;18.773,25;72.816;230.368;4.030,25;152.695,5;147.830;54.746,25;164.600,5;40.920;35.898,5
18.04.2020;00:00;00:00;110.799,5;37.858,75;57.400,5;165.204,75;194.707;4.125,75;155.413;114.648;56.427,5;86.001,75;33.402;36.293,25
19.04.2020;00:00;00:00;110.568;37.237;80.295,75;336.825,25;211.858;3.743,75;146.745,5;100.884,75;55.356,75;60.379;24.746,75;35.810,5
20.04.2020;00:00;00:00;110.179,75;37.923;87.199,25;548.531;252.987;3.890,75;147.092;86.969,5;46.912;68.883,75;49.496,5;35.301,25
21.04.2020;00:00;00:00;110.131,5;37.233;104.474,75;629.322,25;254.121,25;3.735,25;147.062;82.873;42.601,5;58.574;43.989;34.297,25
22.04.2020;00:00;00:00;112.933;41.388,5;109.869;457.729,25;262.248;3.818,75;152.892,5;94.382,25;42.225;65.456,25;47.747,25;35.488
23.04.2020;00:00;00:00;113.882,25;41.129,25;23.798;132.994,5;256.264,75;3.823,75;156.550;122.551,5;56.392;160.121;42.043,25;36.097,75
24.04.2020;00:00;00:00;112.991,5;42.355,75;73.133;256.803,75;219.716,5;3.765;155.369,5;125.604,5;43.104;109.690,5;28.946,5;36.290,25
25.04.2020;00:00;00:00;114.589,75;40.369;38.656;171.711,75;212.148;4.085,25;154.250,5;109.876;36.792;87.831;35.949;36.325,75
26.04.2020;00:00;00:00;114.887;38.482,75;9.132,25;35.727,75;235.882,75;4.027,5;156.801,75;123.171;45.274,5;105.542,75;31.659,75;35.646,25
27.04.2020;00:00;00:00;113.084,25;40.936,25;25.171;65.208,75;223.720,5;3.904,25;156.457,75;190.895;46.230,25;173.029,5;35.152;36.289,5
28.04.2020;00:00;00:00;110.422,75;42.756,75;9.987;117.639,25;148.091,25;3.608,5;157.012,25;227.741;54.540;182.918,75;32.159,25;36.142,5
29.04.2020;00:00;00:00;111.149,25;45.137,75;24.565,25;176.244,75;116.192,25;4.095,25;156.334,5;216.748,75;51.613,25;172.166,75;34.348,25;37.154,5
30.04.2020;00:00;00:00;113.617,5;42.388,5;90.118,75;346.442,75;125.450,5;3.910;153.952;134.676,25;44.382,25;105.711;35.882;36.364,75
01.05.2020;00:00;00:00;113.446,25;44.061,25;50.212;351.358;149.669;3.792,5;147.513,5;103.663,25;39.365,75;64.069,25;32.533,75;34.847,75
02.05.2020;00:00;00:00;112.928;43.367;29.239,75;316.809;144.742,5;4.175,25;154.237;102.881;40.797,25;60.907,25;29.798;34.995,25
03.05.2020;00:00;00:00;113.428,5;43.964,5;18.032,25;125.782,5;177.449,5;4.479,25;154.931,5;115.111;41.569;77.812;36.200,5;36.171
04.05.2020;00:00;00:00;112.966,25;43.666,5;42.257,5;129.454,25;140.002,5;4.398,75;155.976,75;208.059,25;42.952,5;161.804,75;25.746,75;38.576,5
05.05.2020;00:00;00:00;113.458,75;43.741,5;40.920,25;197.258,75;200.483,5;4.439,75;157.554,75;189.684,25;43.346,5;157.095,25;34.230,5;38.352,5
06.05.2020;00:00;00:00;113.910,5;45.814,75;36.351,75;199.118,25;263.723;4.270,75;155.043,25;178.939,75;42.161,75;150.585,5;26.253;38.052,5
07.05.2020;00:00;00:00;114.279,75;46.100,5;28.177;110.921,25;253.924,25;4.363,5;155.079;186.126,5;37.954;182.590,75;33.125,5;38.531,75
08.05.2020;00:00;00:00;114.029,5;44.820,25;23.131;43.648;253.177,75;4.152,75;145.781,75;202.739,25;39.180,25;175.285;32.119,25;39.189,5
09.05.2020;00:00;00:00;113.560,25;43.964,25;2.730,5;66.596,75;203.288,75;4.034,75;123.668,75;125.875,75;55.650,25;145.121;30.927,25;40.913,75
10.05.2020;00:00;00:00;113.170,75;46.642,25;71.908;176.650,25;163.643;3.872,5;121.415,25;106.727,5;55.969,25;69.274,5;23.430;33.679,25
11.05.2020;00:00;00:00;112.946;47.718,25;125.162,5;511.634,75;82.934,5;4.338,5;122.053,5;102.357,25;53.738;86.096;42.609;38.694,5
12.05.2020;00:00;00:00;114.530;51.024;79.484;214.835;213.633,75;4.476,25;125.236;141.815,25;61.353;155.627,25;24.880,75;39.522,5
